facility_id,layer,name,latitude,longitude,address,city,postcode,source,source_detail,collaboration,osm_type,osm_id,amenity,healthcare,healthcare_speciality,operator,phone,website,rd_x,rd_y
osm:node:2909807669,general_practitioner,Huisartsenpraktijk J.G. van Dusseldorp,52.3015143,4.5436006,"Hafkenscheidtlaan 1A, 2191BN, De Zilk",De Zilk,2191BN,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,2909807669,doctors,doctor,general,,+31 252 521220,https://www.huisartsvandusseldorp.nl,,
osm:node:2745769164,general_practitioner,Huisartsenpraktijk J.G. van Dusseldorp,52.2965662,4.5763417,"de Kwekerij 1, 2182AG, Hillegom",Hillegom,2182AG,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,2745769164,doctors,doctor,general,,+31 252 521220,https://www.huisartsvandusseldorp.nl,,
osm:node:3065667547,general_practitioner,Huisartsenpraktijk J.W. de With,53.2066502,5.8127993,"Coopmansstraat 42, 8921ST, Leeuwarden",Leeuwarden,8921ST,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,3065667547,doctors,doctor,,,,https://www.huisartsenpraktijkjwdewith.nl/,,
osm:node:2709505283,general_practitioner,Huisartsenpraktijk Janskerkhof,52.093283,5.1234805,"Nobelstraat 2A, 3512EN, Utrecht",Utrecht,3512EN,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,2709505283,doctors,doctor,general,Gezondheidscentrum Janskerkhof,+31 30 760 1301,https://www.huisartsjanskerkhof.nl/,,
osm:node:5175994114,general_practitioner,Huisartsenpraktijk Javaeiland,52.3768906,4.936377,"Azartplein 45-47, 1019PA, Amsterdam",Amsterdam,1019PA,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,5175994114,doctors,doctor,general,,+31 20 419 0133,https://huisartsenjavaeiland.nl/,,
osm:node:6132416440,general_practitioner,Huisartsenpraktijk Jean-Paul Kleijne,51.505655,5.387837,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,6132416440,doctors,doctor,,,+31 499 464 999,https://huisartskleijne.nl/,,
osm:node:7297519382,general_practitioner,Huisartsenpraktijk Joenje,51.6492339,3.9074452,"Borrendamme 10, 4301VD, Zierikzee",Zierikzee,4301VD,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,7297519382,doctors,doctor,general,Bas Joenje;Jasper Langenberg,+31 111 412 280,https://borrendamme.nl/huisartsenpraktijk-joenje/,,
osm:node:2853485888,general_practitioner,Huisartsenpraktijk Jongsma & Nouwens,51.6372157,4.8594019,"Van Oldeneellaan 38, 4902ZC, Oosterhout",Oosterhout,4902ZC,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,2853485888,doctors,doctor,,,+31 162 453 777,https://www.huisartsenslotjesveste.nl/,,
osm:node:13015268311,general_practitioner,Huisartsenpraktijk Jubbega,53.0041645,6.1237412,"Jelle van Damweg 18, 8411XD, Jubbega",Jubbega,8411XD,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,13015268311,doctors,doctor,general,,,https://huisartsenjubbega.huisarts-plus.nl/,,
osm:node:2856367809,general_practitioner,Huisartsenpraktijk Jupiter,51.938301,5.9343768,"van Gelrestraat 4a, 6851LG, Huissen",Huissen,6851LG,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,2856367809,doctors,doctor,,,+31 26 325 1628,https://jupiter.praktijkinfo.nl/,,
osm:node:3668690125,general_practitioner,Huisartsenpraktijk Kaap Hoorn,52.652377,5.0662741,"Kaap Hoorn 1, 1624HN, Hoorn",Hoorn,1624HN,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,3668690125,doctors,doctor,general,,,,,
osm:node:2864696606,general_practitioner,Huisartsenpraktijk Kaaphoofd,52.9448672,4.742056,"Waddenzeestraat 2, 1784VB, Den Helder",Den Helder,1784VB,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,2864696606,doctors,doctor,general,,+31 223 681366,https://kaaphoofd.hknhuisarts.nl,,
osm:node:5509217509,general_practitioner,Huisartsenpraktijk Kadoelerbreek,52.4090677,4.9145531,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,5509217509,doctors,doctor,,,,,,
osm:node:7003662260,general_practitioner,Huisartsenpraktijk Kalf,52.2663712,4.6292531,"De Doorbraak 7, 2151AM, Nieuw-Vennep",Nieuw-Vennep,2151AM,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,7003662260,doctors,doctor,,,+31 252 673 805,https://kalf.praktijkinfo.nl/,,
osm:node:12762102254,general_practitioner,Huisartsenpraktijk Kalicharan,51.8988657,5.9058448,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,12762102254,doctors,doctor,general,,+31 481 450020,https://huisartspraktijkkalicharan.nl/,,
osm:node:13529125370,general_practitioner,Huisartsenpraktijk Kallan,52.0732689,4.654324,"Boomgaard 215C, 2771PD, Boskoop",Boskoop,2771PD,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,13529125370,doctors,doctor,general,,+31 172 235060,https://kallan.nl,,
osm:node:13529169691,general_practitioner,Huisartsenpraktijk Kamerik,52.111736,4.8945455,"Meent 1, 3471EA, Kamerik",Kamerik,3471EA,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,13529169691,doctors,doctor,general,,+31 348 401 206,https://huisartsenpraktijkkamerik.uwartsonline.nl,,
osm:node:4572639822,general_practitioner,Huisartsenpraktijk Katoen,52.3562034,6.6581324,"Twenthe-plein 1f, 7607GZ, Almelo",Almelo,7607GZ,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,4572639822,doctors,doctor,general,,+31 546 817812,,,
osm:node:2687036803,general_practitioner,Huisartsenpraktijk Kattenbroek,52.1868858,5.3887892,"De Herfstdraad 3, 3823CS, Amersfoort",Amersfoort,3823CS,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,2687036803,doctors,doctor,,,+31 33 456 0750,https://huisartsenkattenbroek.praktijkinfo.nl/,,
osm:node:1172905125,general_practitioner,Huisartsenpraktijk Keijzershof,52.005036,4.4443148,"Floralaan 14, 2643HC, Pijnacker",Pijnacker,2643HC,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,1172905125,doctors,doctor,general,,+31 15 3610112,https://huisartsenpraktijkkeijzershof.praktijkinfo.nl,,
osm:node:7003662259,general_practitioner,Huisartsenpraktijk Kelder,52.2663637,4.6291894,"De Doorbraak 5, 2151AM, Nieuw-Vennep",Nieuw-Vennep,2151AM,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,7003662259,doctors,doctor,,,+31 252 689 200,https://huisartsendenieuwekern.praktijkinfo.nl,,
osm:node:3000741530,general_practitioner,Huisartsenpraktijk Kessel,51.2907786,6.0543991,"Kerkplein 6, 5995BA, Kessel",Kessel,5995BA,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,3000741530,doctors,doctor,,,,,,
osm:node:3018204953,general_practitioner,Huisartsenpraktijk Kesteren,51.9343864,5.5725822,"Torenstraat 1, 4041GA, Kesteren",Kesteren,4041GA,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,3018204953,doctors,doctor,general,,,https://huisartsenpraktijkkesteren.praktijkinfo.nl/,,
osm:node:9256657712,general_practitioner,Huisartsenpraktijk Keverdijk,52.298615,5.1474099,"Kolonel Verveerstraat 78B, 1411VE, Naarden",Naarden,1411VE,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,9256657712,doctors,doctor,general,,+31 35 6946398,https://www.keverdijkhuisartsen.nl/,,
osm:node:544374430,general_practitioner,Huisartsenpraktijk Kievit,52.2776366,5.1621031,"Eslaan 1, 1404EE, Bussum",Bussum,1404EE,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,544374430,doctors,doctor,general,,+31 35 691 2777,https://huisartsenkievit.nl,,
osm:node:2849282330,general_practitioner,Huisartsenpraktijk Kievitstraat,52.0913708,4.8841346,"Kievitstraat 9G, 3443BD, Woerden",Woerden,3443BD,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,2849282330,doctors,doctor,general,,+31 348 415777,https://www.huisartsenpraktijkkievitstraat.nl,,
osm:node:2816903880,general_practitioner,Huisartsenpraktijk Kilder,51.937585,6.230226,"Pastoor Bluemersstraat 4, 7035AP, Kilder",Kilder,7035AP,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,2816903880,doctors,doctor,general,,,,,
osm:node:13173725818,general_practitioner,Huisartsenpraktijk Kingma,52.1976563,4.3900436,"Zeehosplein 31, 2225MJ, Katwijk",Katwijk,2225MJ,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,13173725818,doctors,doctor,general,,+31 71 401 20 23,https://www.huisartskingma.nl,,
osm:node:13607689272,general_practitioner,Huisartsenpraktijk Kisman,52.2901986,5.1686786,"Amersfoortsestraatweg 1, 1411HB, Naarden",Naarden,1411HB,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,13607689272,doctors,doctor,general,,+31 35 6934496,https://kismanhuisarts.nl,,
osm:node:4616802974,general_practitioner,Huisartsenpraktijk Klaaswaal,51.7699861,4.4460823,"Kerkstraat 24, 3286AK, Klaaswaal",Klaaswaal,3286AK,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,4616802974,doctors,,,,+31 186 571 202,https://www.hpklaaswaal.nl/,,
osm:node:5443620555,general_practitioner,Huisartsenpraktijk Klamer & Stöver,52.3736144,7.0031469,"Oldenzaalsestraat 12C, 7591GM, Denekamp",Denekamp,7591GM,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,5443620555,doctors,doctor,,,,,,
osm:node:2785478218,general_practitioner,Huisartsenpraktijk Klein,51.9370758,4.3823732,"Kerklaan 41, 3121KC, Schiedam",Schiedam,3121KC,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,2785478218,doctors,doctor,general,,+31 10 471 2265,http://huisartsenpraktijkklein.nl/,,
osm:node:2767881606,general_practitioner,Huisartsenpraktijk Klein Alenveld,52.1008981,5.0133779,"Wilhelminalaan 11A, 3451HJ, Vleuten",Vleuten,3451HJ,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,2767881606,doctors,doctor,,,+31 30 677 4531,https://www.kleinalenvelt.nl/,,
osm:way:55817613,general_practitioner,Huisartsenpraktijk Klein Vlijmen,51.699881,5.2259211,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,way,55817613,doctors,doctor,,Dokter J.C.A. van Alebeek,+31 73 511 1377,https://kleinvlijmen.nl/,,
osm:node:2797627768,general_practitioner,Huisartsenpraktijk Kleuvenstee,53.0177019,6.5870216,"Kleuvenstee 19, 9403LT, Assen",Assen,9403LT,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,2797627768,doctors,doctor,,,+31 592 347 222,https://huisartsenkleuvenstee.uwartsonline.nl/,,
osm:node:2890084247,general_practitioner,Huisartsenpraktijk Kloosterpad,51.6333051,4.9394445,"Kloosterpad 2, 5104JT, Dongen",Dongen,5104JT,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,2890084247,doctors,doctor,,,+31 162 314 897,https://www.huisartsenpraktijk-kloosterpad.nl/,,
osm:node:2877950127,general_practitioner,Huisartsenpraktijk Kockengen,52.1483822,4.9505277,"Overdorp 7, 3628BX, Kockengen",Kockengen,3628BX,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,2877950127,doctors,doctor,,,+31 346 24 12 04,https://www.huisartsenkockengen.nl,,
osm:node:2857807396,general_practitioner,Huisartsenpraktijk Koegras,52.8970596,4.7528022,"Loopuytpark 14, 1787AE, Julianadorp",Julianadorp,1787AE,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,2857807396,doctors,doctor,general,,+31 223 641477,https://huisartsenkoegras.nl,,
osm:node:2876557832,general_practitioner,Huisartsenpraktijk Kompier,52.2109617,4.8682289,"Hofland 52, 3641GG, Mijdrecht",Mijdrecht,3641GG,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,2876557832,doctors,doctor,general,,+31 297 282235,https://www.huisartskompier.nl,,
osm:node:13730930933,general_practitioner,Huisartsenpraktijk Konijnenberg en De Hartog,51.6225111,5.4382551,"Kerkendijk 63, 5482KG, Schijndel",Schijndel,5482KG,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,13730930933,doctors,doctor,,,+31 73 547 4640,,,
osm:node:2670770371,general_practitioner,Huisartsenpraktijk Koningslaan,52.0873234,5.1426302,"Koningslaan 61, 3583GN, Utrecht",Utrecht,3583GN,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,2670770371,doctors,,,,,https://www.koningslaan61.nl/,,
osm:node:2787892735,general_practitioner,Huisartsenpraktijk Kooij | Hammerborg,52.4646526,6.4958614,"Voorstraat 2, 7683VB, Den Ham",Den Ham,7683VB,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,2787892735,doctors,,,,,,,
osm:node:8199781244,general_practitioner,Huisartsenpraktijk Koolhoven,51.5763793,4.9718881,"Vlijmenstraat 3, 5036SV, Tilburg",Tilburg,5036SV,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,8199781244,doctors,,,,,,,
osm:node:2754496704,general_practitioner,Huisartsenpraktijk Kop van 't Eiland,51.8194415,3.9844846,"Jongkoenstraat 1B, 3252AV, Goedereede",Goedereede,3252AV,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,2754496704,doctors,doctor,general,P. Albert;J. Buth;R.J. van Orden;A.J. Pronk;M. Knulst,+31 187 681 312,https://kopvanteiland.praktijkinfo.nl/,,
osm:node:2754084108,general_practitioner,Huisartsenpraktijk Kop van 't Eiland,51.8098856,3.9317125,"Dorpstienden 3A, 3253AS, Ouddorp",Ouddorp,3253AS,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,2754084108,doctors,doctor,general,P. Albert;J. Buth;R.J. van Orden;A.J. Pronk;M. Knulst,+31 187 681 312,https://kopvanteiland.praktijkinfo.nl/,,
osm:node:2781245009,general_practitioner,Huisartsenpraktijk Koperslager,52.656014,5.0443165,"Koperslager 29, 1625AJ, Hoorn",Hoorn,1625AJ,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,2781245009,doctors,doctor,,,+31 229 231 915,https://praktijkkoperslager.praktijkinfo.nl/,,
osm:node:11107652555,general_practitioner,Huisartsenpraktijk Korenveld,51.5483066,5.0673163,"Korvelplein 184e, 5025JX, Tilburg",Tilburg,5025JX,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,11107652555,doctors,doctor,general,,,https://huisartsenpraktijkkorenveld.nl/,,
osm:node:2958004751,general_practitioner,Huisartsenpraktijk Kornelis,51.0828688,5.813066,"Eyckholtstraat, 6116BR, Roosteren",Roosteren,6116BR,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,2958004751,doctors,doctor,,,+31 475 551 252,https://kornelis.praktijkinfo.nl/,,
osm:node:2751742441,general_practitioner,Huisartsenpraktijk Korreweg,53.2280999,6.5635114,"Korreweg 44, 9715AD, Groningen",Groningen,9715AD,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,2751742441,doctors,doctor,,,+31 50 571 6923,,,
osm:node:2793578819,general_practitioner,Huisartsenpraktijk Korte Akkeren,52.0053449,4.7008045,"Constantijn Huygensstraat 121b, 2802LV, Gouda",Gouda,2802LV,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,2793578819,doctors,doctor,,,+31 182 525 606,https://www.huisartsenpraktijk-korteakkeren.nl,,
osm:node:5246222033,general_practitioner,Huisartsenpraktijk Korvel,51.5486189,5.0673422,"Korvelplein 190a, 5025JX, Tilburg",Tilburg,5025JX,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,5246222033,doctors,doctor,general,,,https://huisartsenpraktijkkorvel.praktijkinfo.nl/,,
osm:node:6110396181,general_practitioner,Huisartsenpraktijk Koudekerk aan den Rijn,52.1320095,4.5970606,,,,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,6110396181,doctors,doctor,general,,,http://www.hapkoudekerk.nl,,
osm:node:2820685153,general_practitioner,Huisartsenpraktijk Koudekerke,51.4831238,3.5485073,"Duinstraat 16B, 4371AZ, Koudekerke",Koudekerke,4371AZ,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,2820685153,doctors,doctor,,A.F. Gulam;I. Hokken – Hopman,+31 118 551 231,https://huisartskoudekerke.nl/,,
osm:node:2977216339,general_practitioner,Huisartsenpraktijk Kroese - De Maat,51.8603479,5.7691835,"Wilhelminalaan 43, 6641DE, Beuningen Gld",Beuningen Gld,6641DE,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,2977216339,doctors,,,,+31 24 677 12 02,https://praktijkkroesedemaat.nl/,,
osm:node:12243690915,general_practitioner,Huisartsenpraktijk Kroese - de Maat,51.8612544,5.7709211,"Julianaplein 136e, 6641CT, Beuningen Gld",Beuningen Gld,6641CT,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,12243690915,doctors,doctor,general,,+31 24 6771202,https://praktijkkroesedemaat.nl/,,
osm:node:2817979104,general_practitioner,Huisartsenpraktijk Kroevenpoort,51.5255427,4.4539999,"De Eglantier 1, 4707AA, Roosendaal",Roosendaal,4707AA,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,2817979104,doctors,doctor,,,+31 165 526 655,https://www.kroevenpoort.nl,,
osm:node:2966552105,general_practitioner,Huisartsenpraktijk Kroijenga & de Jong,52.9753064,5.449299,"Konvintsdyk 1, 8711GB, Workum",Workum,8711GB,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,2966552105,doctors,doctor,general,,+31 515 541234,https://kroijenga-dejong.nl,,
osm:node:7554996202,general_practitioner,Huisartsenpraktijk Kromme Rijn,52.0694002,5.1942434,"Laan van Broekhuijzen 10, 3981XB, Bunnik",Bunnik,3981XB,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,7554996202,doctors,doctor,,,+31 30 6562862;+31 30 6561261,https://huisartsenpraktijkkrommerijn.nl/,,
osm:node:2885891128,general_practitioner,Huisartsenpraktijk Krommenie,52.4982228,4.7643816,"Snuiverstraat 25, 1561HA, Krommenie",Krommenie,1561HA,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,2885891128,doctors,doctor,,,,,,
osm:node:9889914113,general_practitioner,Huisartsenpraktijk Kruithof,51.9051269,4.9402847,"M.J. Veder- van Hobokenstraat 16A, 4225RA, Noordeloos",Noordeloos,4225RA,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,9889914113,doctors,doctor,general,,,,,
osm:node:2752756783,general_practitioner,Huisartsenpraktijk Kudelstaart,52.2335852,4.7499091,"Boerhaavehof 7, 1433JJ, Kudelstaart",Kudelstaart,1433JJ,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,2752756783,doctors,doctor,general,,+31 297 343637,https://www.huisartskudelstaart.nl,,
osm:node:11107659931,general_practitioner,Huisartsenpraktijk Kuijpers en Fransen,51.5482754,5.0674749,"Korvelplein 184f, 5025JX, Tilburg",Tilburg,5025JX,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,11107659931,doctors,doctor,general,,,https://kuijpersenfransen.nl/,,
osm:node:4454791556,general_practitioner,Huisartsenpraktijk Kuik & Vingerhoets,51.5218561,5.0686154,"Oranjeplein 2d, 5051LW, Goirle",Goirle,5051LW,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,4454791556,doctors,doctor,,,+31 13 870 0140,https://www.mijnhuisartsgoirle.nl,,
osm:node:2728948555,general_practitioner,Huisartsenpraktijk Kuinre,52.7880021,5.8396282,"Henric de Cranestraat 21, 8374KK, Kuinre",Kuinre,8374KK,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,2728948555,doctors,doctor,,,,,,
osm:node:2761945306,general_practitioner,Huisartsenpraktijk Kuiper&Van Dun,52.3956665,4.6151244,"Dompvloedslaan 1a, 2051NA, Overveen",Overveen,2051NA,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,2761945306,doctors,doctor,general,,+31 23 525 0400,https://kuiperenvandun.praktijkinfo.nl/,,
osm:node:2775666309,general_practitioner,Huisartsenpraktijk Kuiperij,52.2170934,6.8849981,"Emmastraat 135, 7513BB, Enschede",Enschede,7513BB,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,2775666309,doctors,doctor,,,+31 53 431 6699,,,
osm:node:2882405047,general_practitioner,Huisartsenpraktijk L. Broek,52.2009265,4.4214833,"J.W. Frisodreef 148, 2224BK, Katwijk",Katwijk,2224BK,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,2882405047,doctors,doctor,general,,+31 71 4015805,https://www.huisartsenpraktijkbroek.nl/,,
osm:node:2761140637,general_practitioner,Huisartsenpraktijk L.A. van Etten,51.9976896,5.6732183,"Hogeweg 21, 6721VD, Bennekom",Bennekom,6721VD,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,2761140637,doctors,doctor,,,+31 318 414 498,https://www.huisartsvanetten.nl/,,
osm:node:10731012234,general_practitioner,Huisartsenpraktijk L.H.R. Majoor,51.4498567,6.0468254,"Westsingel 100, 5961DH, Horst",Horst,5961DH,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,10731012234,doctors,doctor,,,+31 77 398 5042,https://www.zorghoes.nl/praktijkfolder,,
osm:node:3000850449,general_practitioner,Huisartsenpraktijk L.M. Habets,51.3445473,5.8876122,"Kerkstraat 5, 5768BH, Meijel",Meijel,5768BH,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,3000850449,doctors,,,,,,,
osm:node:2795785891,general_practitioner,Huisartsenpraktijk Lamers,51.8347311,4.9599298,"Voermanstraat 82, 4204RJ, Gorinchem",Gorinchem,4204RJ,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,2795785891,doctors,doctor,,,,,,
osm:node:11005422499,general_practitioner,Huisartsenpraktijk Lankhorst,51.3878635,5.4472804,"Bergstraat 23, 5581BL, Waalre",Waalre,5581BL,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,11005422499,doctors,doctor,,,,,,
osm:node:13621063322,general_practitioner,Huisartsenpraktijk Laren,52.2563138,5.2295887,"Eemnesserweg 19, 1251NA, Laren",Laren,1251NA,OpenStreetMap via Overpass API,OSM tags: amenity=doctors OR healthcare=doctor OR healthcare:speciality/name suggests huisarts/general practitioner,,node,13621063322,doctors,doctor,general,,+31 35 5382325,https://huisartsenpraktijklaren.praktijkinfo.nl,,
